Virus,VirusTaxID
rodent paramyxovirus livr10-19,1383947
rodent paramyxovirus livr10-20,1383948
rodent paramyxovirus livr10-27,1383949
rodent paramyxovirus livr10-32,1383950
rodent paramyxovirus livr10-34,1383951
rodent paramyxovirus livr10-62,1383952
rodent paramyxovirus livr10-63,1383953
rodent paramyxovirus livr11-15,1383954
rodent paramyxovirus livr11-17,1383955
rodent paramyxovirus livr11-30,1383956
rodent paramyxovirus livr11-36,1383957
rodent paramyxovirus livr11-45,1383958
rodent paramyxovirus livr11-46,1383959
rodent paramyxovirus livr11-48,1383960
rodent paramyxovirus lr10-01,1383961
rodent paramyxovirus lr10-40,1383962
rodent paramyxovirus lr10-44,1383963
rodent paramyxovirus lr10-48,1383964
rodent paramyxovirus lr10-51,1383965
rodent paramyxovirus lr10-80,1383966
rodent paramyxovirus lr11-100,1383990
rodent paramyxovirus lr11-101,1383991
rodent paramyxovirus lr11-104,1383992
rodent paramyxovirus lr11-105,1383993
rodent paramyxovirus lr11-132,1383994
rodent paramyxovirus lr11-134,1383995
rodent paramyxovirus lr11-135,1383996
rodent paramyxovirus lr11-136,1383997
rodent paramyxovirus lr11-138,1383998
rodent paramyxovirus lr11-139,1383999
rodent paramyxovirus lr11-140,1384000
rodent paramyxovirus lr11-146,1384001
rodent paramyxovirus lr11-148,1384002
rodent paramyxovirus lr11-149,1384003
rodent paramyxovirus lr11-15,1383967
rodent paramyxovirus lr11-152,1384004
rodent paramyxovirus lr11-154,1384005
rodent paramyxovirus lr11-157,1384006
rodent paramyxovirus lr11-172,1384007
rodent paramyxovirus lr11-30,1383968
rodent paramyxovirus lr11-42,1383969
rodent paramyxovirus lr11-48,1383970
rodent paramyxovirus lr11-49,1383971
rodent paramyxovirus lr11-59,1383972
rodent paramyxovirus lr11-63,1383973
rodent paramyxovirus lr11-66,1383974
rodent paramyxovirus lr11-67,1383975
rodent paramyxovirus lr11-68,1383976
rodent paramyxovirus lr11-73,1383977
rodent paramyxovirus lr11-76,1383978
rodent paramyxovirus lr11-77,1383979
rodent paramyxovirus lr11-81,1383980
rodent paramyxovirus lr11-85,1383981
rodent paramyxovirus lr11-87,1383982
rodent paramyxovirus lr11-88,1383983
rodent paramyxovirus lr11-90,1383984
rodent paramyxovirus lr11-91,1383985
rodent paramyxovirus lr11-92,1383986
rodent paramyxovirus lr11-93,1383987
rodent paramyxovirus lr11-94,1383988
rodent paramyxovirus lr11-97,1383989
rodent paramyxovirus mpr12-07,1384008
rodent paramyxovirus mpr12-10,1384009
rodent paramyxovirus mpr12-19,1384010
rodent paramyxovirus mpr12-48,1384011
rodent paramyxovirus mpr12-51,1384012
rodent paramyxovirus mpr12-59,1384013
rodent paramyxovirus mpr12-67,1384014
chinese broad-headed pond turtle astro-like virus,2116326
chinese broad-headed pond turtle hepacivirus,2116372
chinese broad-headed pond turtle picornavirus 1,2116174
chinese broad-headed pond turtle picornavirus 2,2116175
chinturpovirus 1,2734500
paramyxovirus predict_pmv-104,2711023
penguinpox virus 2,2811223
bat astrovirus mek/yn/hwbc3,1748293
megaerops kusnotoi astrovirus,1747667
bat paramyxovirus meg_woe/co2139/con/2005,1112589
coronavirus predict cov-2,2042546
humpback whale blow-associated circo-like virus 1,2217876
humpback whale blow-associated circo-like virus 2,2217875
humpback whale blow-associated picornavirus,2217873
owl adenovirus aichi10341,2728828
tropical screech owl adenovirus 1,2691032
chatham orthoreovirus,2737666
murray-darling rainbowfish astrovirus,2830711
murray-darling rainbowfish hantavirus,2830714
astrovirus cdb-2012,1166568
avian paraavulavirus 3,2560327
avian rotavirus turkey/minnesota/b1001/2008,639242
avian rotavirus turkey/minnesota/b1002/2008,639243
avian rotavirus turkey/minnesota/b1003/2008,639244
avian rotavirus turkey/minnesota/b1004/2008,639245
avian rotavirus turkey/minnesota/b1006/2008,639246
avian rotavirus turkey/minnesota/b1009/2008,639247
avian rotavirus turkey/minnesota/b1010/2008,639248
avian rotavirus turkey/minnesota/b1012/2008,639249
avian rotavirus turkey/minnesota/b1013/2008,639250
avian rotavirus turkey/minnesota/b1014/2008,639251
avian rotavirus turkey/minnesota/b1015/2008,639252
avian rotavirus turkey/minnesota/b1016/2008,639253
avian rotavirus turkey/minnesota/b1017/2008,639254
avian rotavirus turkey/minnesota/b1019/2008,639255
avian rotavirus turkey/minnesota/b1020/2008,639256
avian rotavirus turkey/minnesota/b1021/2008,639257
avian rotavirus turkey/minnesota/b1023/2008,639258
avian rotavirus turkey/minnesota/b2004/2008,639259
avian rotavirus turkey/minnesota/b2031/2008,639260
avian rotavirus turkey/minnesota/b2032/2008,639261
avian rotavirus turkey/minnesota/b2036/2008,639262
avian rotavirus turkey/minnesota/b2039/2008,639263
avian rotavirus turkey/minnesota/b3003/2008,639264
avian rotavirus turkey/minnesota/b3004/2008,639265
avian rotavirus turkey/minnesota/b3005/2008,639266
avian rotavirus turkey/minnesota/b3006/2008,639267
avian rotavirus turkey/minnesota/b3007/2008,639268
avian rotavirus turkey/minnesota/b3025/2008,639269
avian rotavirus turkey/minnesota/b3029/2008,639270
avian rotavirus turkey/minnesota/b4021/2008,639271
avian rotavirus turkey/minnesota/b5006/2008,639272
avian rotavirus turkey/minnesota/b5009/2008,639273
avian rotavirus turkey/minnesota/b5015/2008,639274
avian rotavirus turkey/minnesota/b5018/2008,639275
avian rotavirus turkey/minnesota/b5019/2008,639276
avian rotavirus turkey/minnesota/b5020/2008,639277
avian rotavirus turkey/minnesota/b5022/2008,639278
avian rotavirus turkey/minnesota/b5023/2008,639279
avian rotavirus turkey/minnesota/b5024/2008,639280
avian rotavirus turkey/minnesota/b5035/2008,639281
avipoxvirus fma-2012,1176578
avipoxvirus isolate 1739/2006,468376
avipoxvirus isolate 2634/1998,468377
avipoxvirus isolate nevada,1294108
avipoxvirus strain elsharqyia_pgpv,1234869
avisivirus a,1511772
israel turkey meningoencephalomyelitis virus,64291
lymphoproliferative disease virus,11961
meleagrid alphaherpesvirus 1,37108
melegrivirus a,1330070
nacovirus a,2560612
picobirnavirus gi/pbv/turkey/usa/mn-1/2011,1497566
picobirnavirus turkey/usa-1507/2010,1353791
picobirnavirus turkey/usa-1512/2010,1353792
picornavirus turkey/trk22/usa/2010,990667
picornavirus turkey/trk24/usa/2010,990668
picornavirus turkey/trk90/usa/2010,990669
picornavirus turkey/trk91/usa/2010,990670
rotavirus turkey/mn/d-000818/2008,661052
rotavirus turkey/mn/d-004782/2008,661053
rotavirus turkey/mn/d-005329/2008,661054
rotavirus turkey/mn/d-005331/2008,661055
rotavirus turkey/mn/d-007553/2007,661056
rotavirus turkey/mn/d-007554/2007,661057
rotavirus turkey/mn/d-007555/2007,661058
rotavirus turkey/mn/d-007861/2007,664658
rotavirus turkey/mn/d-007862/2007,661059
rotavirus turkey/mn/d-007863/2007,661060
rotavirus turkey/mn/d-016170/2008,661061
rotavirus turkey/mn/d-016171/2008,661062
rotavirus turkey/mn/d-022564/2008,661063
rotavirus turkey/mn/d-022565/2008,661064
rotavirus turkey/mn/d-035365/2007,661065
rotavirus turkey/mn/d-046159/2007,661066
rotavirus turkey/mn/d-047428/2008,661067
rotavirus turkey/mn/d-048814/2008,661068
rotavirus turkey/mn/d-049007/2007,661069
rotavirus turkey/mn/d-049317/2007,664644
rotavirus turkey/mn/d-052725/2007,661070
rotavirus turkey/mn/d-053540/2007,661071
rotavirus turkey/mn/d-053578/2007,661072
rotavirus turkey/mn/d-053706/2007,661073
rotavirus turkey/mn/d-053853/2007,661074
rotavirus turkey/mn/d-054413/2007,661075
rotavirus turkey/mn/d-055423/2007,661076
rotavirus turkey/mn/d-055431/2008,661077
rotavirus turkey/mn/d-055471/2008,661078
rotavirus turkey/mn/d-056058/2007,661079
rotavirus turkey/mn/d-056826/2007,661080
rotavirus turkey/mn/d-058211/2007,661081
rotavirus turkey/mn/d-058212/2007,661082
rotavirus turkey/mn/d-058648/2007,661083
rotavirus turkey/mn/d-059191/2007,661084
rotavirus turkey/mn/d-059867/2008,664646
rotavirus turkey/mn/d-22852/2007,661085
turkey associated porprismacovirus 1,2170130
turkey astrovirus 3,298903
turkey aviadenovirus 2,878330
turkey aviadenovirus b,1146875
turkey aviadenovirus c,1962301
turkey aviadenovirus d,1962302
turkey parvovirus 1078,740933
turkey parvovirus croatia/munt/2010,1048870
turkey parvovirus tp1-2012/hun,1443909
turkey parvovirus tu33/2010/hun,881311
turkey parvovirus tu762/2009/hun,881312
turkey picobirnavirus,1494923
turkey picornavirus,1819752
bole tick virus 4,1746058
badger associated gemykibivirus 1,1634484
badger papillomavirus,2741745
badger parvovirus,1168208
meles meles circovirus-like virus,1128073
meles meles polyomavirus 1,1608323
mustelid gammaherpesvirus 1,311179
ferret badger calicivirus,1564920
melomys burtoni retrovirus,1526585
avian metaavulavirus 5,2560315
budgerigar adenovirus 1,608831
psittacine orthoreovirus srk/germany/2007,529100
psittacine siadenovirus c,2610839
carnivore amdoparvovirus 4,2169703
skunkpox virus,160796
merlangius merlangus betanodavirus,1110519
black syrian hamster retrovirus,2594425
guajara orthobunyavirus,1933272
hamster parvovirus,42843
mesocricetus auratus polyomavirus 1,1891729
minatitlan orthobunyavirus,1933305
pipapillomavirus 1,334212
rodent protoparvovirus 1,1511908
mesoplodon bidens alphaherpesvirus,2860270
mesoplodon densirostris alphaherpesvirus,2860271
mesoplodon densirostris herpesvirus,1227348
mesoplodon europaeus alphaherpesvirus,2860272
stejneger's beaked whale gammaherpesvirus,655489
flavolineata virus,2787848
bitu mammarenavirus,2845209
mariental mammarenavirus,1642436
okahandja mammarenavirus,1642458
witsand virus,1480700
microcanthus strigatus nervous necrosis virus,670539
cheirogaleid herpesvirus 1,1792586
cheirogaleid herpesvirus 2,1792587
tenrec paramyxovirus,1497435
ornate chorus frog influenza-like virus,2777033
hainan marbled pigmy frog astrovirus 1,2116327
hainan marbled pigmy frog astrovirus 2,2116328
lymphocystis disease virus 4,2704413
lymphocystis disease virus wc,2603837
adenovirus predict_adv-79,2711006
bat coronavirus car/p 25/2009,1225486
bat coronavirus car/p 31/2009,1225487
micropterus dolomieu adomavirus 1,2744370
micropterus dolomieu adomavirus 2,2681676
largemouth bass bunyavirus,2594110
largemouth bass reovirus,1885633
lymphocystis disease virus - mississippi-2001,380252
micropterus salmoides betanodavirus,1246481
micropterus salmoides reovirus,1592573
micropterus salmoides rhabdovirus,2527734
rhabdovirus 03662,1094300
rhabdovirus 0403467,1094301
rhabdovirus sa_07_02434,1094317
rhabdovirus sa_0800821,1094318
rhabdovirus sa01000068,1094315
rhabdovirus sa08_00821,1094316
dover sole betanodavirus v0039,412060
alphacoronavirus tt-2016a,1805601
alphacoronavirus ukma1,2520503
coronavirus rcov/d_rmu10_1182/mic_agr/ger/2010,1679885
kielder hantavirus,2072643
microtus agrestis cytomegalovirus 1,431626
rodent paramyxovirus mic_agr/rmu10-869/ger/2010,1112686
tatenale orthohantavirus,2651812
traemmersee orthohantavirus,2654407
coronavirus rcov/d_rmu10_590/mic_arv/ger/2010,1679900
coronavirus rcov/d_rmu10_592/mic_arv/ger/2010,1679901
coronavirus rcov/ks10_2636/mic_arv/ger/2010,1679904
coronavirus rcov/ks10_2743/mic_arv/ger/2010,1679905
coronavirus rcov/ks10_2810/mic_arv/ger/2010,1679906
coronavirus rcov/ks11_0514/mic_arv/ger/2011,1679908
coronavirus rcov/nl_69/mic_arv/ned/2007,1679912
microtus arvalis cytomegalovirus 1,431627
microtus arvalis polyomavirus 1,2006148
rodent paramyxovirus mic_arv/rmu10-883/ger/2010,1112687
isla vista hantavirus,42097
volepox virus,28874
fusong orthohantavirus,1980470
hantavirus fusong-mf-731,470160
hantavirus fusong-mf-732,560790
hantavirus shenyang-mf-135,560791
hantavirus shenyang-mf-136,560792
hantavirus yakeshi-mm-795,469966
hantavirus yuanjiang-mf-13,560793
hantavirus yuanjiang-mf-15,560794
hantavirus yuanjiang-mf-21,560795
hantavirus yuanjiang-mf-78,560796
khabarovsk orthohantavirus,1980475
yuanjiang virus,1538453
adler hantavirus,1578833
hantavirus yakeshi-mm-182,469961
hantavirus yakeshi-mm-31,469962
hantavirus yakeshi-mm-42,469963
hantavirus yakeshi-mm-59,469964
hantavirus yakeshi-mm-62,469965
klamath tupavirus,1972588
prairie vole hantavirus,37477
murmansk microtuspox virus,2734570
rusne orthohantavirus,2771208
tundra vole stool-associated circular virus,2714171
microtus picobirnavirus v-111/usa/2008,1074208
prospect hill orthohantavirus,1980485
rodent stool-associated circular genome virus,1074214
kenya bat coronavirus btky42,681885
miniopterus africanus polyomavirus 1,1891769
bat coronavirus m.aus/australia/cov088/2007,550973
bat coronavirus m.aus/australia/cov132/2007,550975
bat coronavirus m.aus/australia/cov180/1996,550977
bat astrovirus afcd166,2559932
bat betaherpesvirus 2,668548
bat coronavirus m.ful/japan/01/2009,996626
bat coronavirus m.ful/japan/01/2010,996628
bat coronavirus m.ful/japan/02/2009,996627
bat coronavirus m.ful/japan/02/2010,996629
bat coronavirus m.ful/japan/03/2009,1052262
bat coronavirus m.ful/japan/03/2010,996630
bat coronavirus m.ful/japan/04/2010,1052263
bat coronavirus mfulbtcov/3709,1788420
bat coronavirus mfulbtcov/3736-1,1788421
bat coronavirus mfulbtcov/3759-1,1788422
bat poxvirus,1514708
btmf-alphacov/gd2012-a,1503281
btmf-alphacov/gd2012-b,1503282
btmf-alphacov/hen2013-a,1503284
btmf-alphacov/hen2013-b,1503285
btmf-alphacov/hub2013-a,1503287
chiropteran bocaparvovirus 2,2169771
chiropteran bocaparvovirus 3,2169772
coronavirus predict cov-37,2042562
long-fingered bat hepatitis b virus,2050037
miniopterus associated gemycircularvirus 1,1985387
miniopterus bat coronavirus 1,694000
miniopterus bat coronavirus btcov/3709,1788460
miniopterus bat coronavirus btcov/3736-1,1788463
miniopterus bat coronavirus btcov/3736-2,1788464
miniopterus bat coronavirus btcov/3759-1,1788465
miniopterus bat coronavirus btcov/3759-2,1788466
miniopterus bat coronavirus btcov/3760-1,1788467
miniopterus bat coronavirus btcov/3760-2,1788468
miniopterus bat coronavirus hku8,694001
miniopterus fuliginosus astrovirus,1329678
miniopterus fuliginosus bocavirus,1329680
miniopterus fuliginosus coronavirus,1881088
miniopterus schreibersii astrovirus 12,1195283
bat coronavirus mfusbtcov 4040,1788423
bat coronavirus mfusbtcov/4023-2,1788424
miniopterus bat coronavirus btcov/4023-1,1788473
miniopterus bat coronavirus btcov/4023-2,1788474
miniopterus bat coronavirus btcov/4040,1788478
miniopterus gleni paramyxovirus,1232868
miniopterus griveaudi paramyxovirus,1232869
bat paramyxovirus min_inf/gb09512/gab/2009,1112606
coronavirus predict cov-28,2042554
kenya bat coronavirus btky30,681875
kenya bat coronavirus btky31,681876
kenya bat coronavirus btky33/2006,2042642
kenya bat coronavirus btky34,681878
kenya bat coronavirus btky35,681879
kenya bat coronavirus btky36,681880
kenya bat coronavirus btky37,681881
kenya bat coronavirus/ky33/2006,2042643
miniopterus bat coronavirus/kenya/ky33/2006,983928
paramyxovirus predict_pmv-19,1647219
polyomavirus predict_pyv-15,2558884
polyomavirus predict_pyv-22,2558885
polyomavirus predict_pyv-23,2558886
bat astrovirus 1,548468
bat astrovirus afcd88,2559933
bat astrovirus mf/wom990,2559935
bat astrovirus mf/xmm137,2559936
bat astrovirus mm/nx25-1/hainan,1523975
bat astrovirus mm/nx25-2/hainan,1523976
bat astrovirus mm/nx28/hainan,1523977
bat astrovirus mm/nx29/hainan,1523978
bat astrovirus tm/guangxi/ld89/2007,627586
bat picornavirus 2,1074864
mamastrovirus 14,1239578
miniopterus fuliginosus astrovirus xmm445,2559938
miniopterus schreibersii astrovirus 6,1195289
miniopterus schreibersii astrovirus 6/11/12,2559939
miniopterus schreibersii astrovirus 7,1195290
miniopterus schreibersii astrovirus 8,1195291
miniopterus schreibersii astrovirus 9,1195292
paramyxovirus predict_pmv-35,1647235
paramyxovirus predict_pmv-37,1647237
paramyxovirus predict_pmv-38,1647238
paramyxovirus predict_pmv-50,1647250
paramyxovirus predict_pmv-51,1647251
paramyxovirus predict_pmv-52,1647252
paramyxovirus predict_pmv-53,1647253
alphacoronavirus btcov/mstm2/min_nat/rsa/2010,1532172
alphacoronavirus btcov/mstm6/min_nat/rsa/2010,1532173
kenya bat coronavirus btky61,903599
kenya bat coronavirus btky62,903600
kenya bat coronavirus btky63,903601
kenya bat coronavirus btky64,903602
kenya bat coronavirus btky65,903603
kenya bat coronavirus btky66,903604
kenya bat coronavirus btky67,903605
matlapitsi bat lyssavirus,2793711
matlo bat lyssavirus,2815771
miniopterus bat coronavirus/kenya/ky27/2006,983926
bat picornavirus 1,1074863
mamastrovirus 18,1239582
miniopterus pusillus bat coronavirus hku8-related,2691587
alphacoronavirus m.sch/a/spain/2004,1076415
anlong ms bat coronavirus,1508221
astrovirus bastv/v9/hun/2013,1511634
bat astrovirus ms/anhui/a894/2005,627544
bat astrovirus ms/anhui/a909/2005,627545
bat astrovirus ms/bt017-1/hainan,1523979
bat astrovirus ms/bt017-2/hainan,1523980
bat astrovirus ms/cm031/hainan,1523981
bat astrovirus ms/fujian/a1196/2006,627546
bat astrovirus ms/guangxi/a629/2005,627547
bat astrovirus ms/hk61/chn/2007,934421
bat astrovirus ms/ls007/hainan,1523982
bat astrovirus ms/ls022/hainan,1523983
bat astrovirus ms/sy10/chn/2008,934423
bat astrovirus ms/sy12/chn/2008,934424
bat astrovirus ms/sy14/chn/2008,934425
bat astrovirus ms/sy16/chn/2008,934426
bat astrovirus ms/sy18/chn/2008,934427
bat astrovirus ms/sy20/chn/2008,934428
bat astrovirus ms/sy22/chn/2008,934429
bat astrovirus ms/sy23/chn/2008,934430
bat astrovirus ms/sy25/chn/2008,934431
bat astrovirus ms/sy3/chn/2008,934432
bat astrovirus ms/sy32/chn/2008,934433
